manutencao_id,condominio,tipo_intervencao,area_afetada,descricao,data_reportada,data_inicio,data_conclusao,fornecedor,custo_total,urgencia,estado
MN00162,QUINTA DAS PALMEIRAS,Manutenção preventiva,Telhado,Impermeabilização degradada,2025-06-02,2025-06-04,2025-06-08,PrimeWorks Group,15086.18,Crítica,Concluído
MN00163,Condomínio Central,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2025-07-29,2025-08-05,2025-08-14,TecnoReparações Solutions,4519.78,Alta,Concluído
MN00164,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Telhado,Sistema de drenagem entupido,2023-11-29,2023-12-04,2023-12-13,ProServiços SA,1078.49,Alta,Concluído
MN00165,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Jardim,Poda de árvores urgente !!!!,2024-03-22,2024-04-25,,MasterFix Unipessoal,274.22,Baixa,reportado
MN00166,torres do sol,Melhoria,Elevador,Botões do painel não respondem,2024-11-27,2024-12-16,2024-12-29,GlobalTec Group,820.26,Baixa,Concluído
MN00167,RESIDENCIAL ATLÂNTICO,Melhoria,Elevador,Avaria no sistema de travagem,2024-06-30,2024-08-11,,TecnoReparações Group,1887.94,Baixa,EM ANÁLISE
MN00168,VILA VERDE,Melhoria,Garagem,Sistema de ventilação com problemas,2024-09-12,2024-10-06,2024-10-27,SmartRepair Lda,2097.13,Baixa,Concluído
MN00169,JARDINS DA CIDADE,Inspeção,Piscina,Bomba de circulação com ruído anormal,2024-01-07,2024-01-07,2024-01-11,MASTERFIX LDA,512.81,Crítica,Concluído
MN00170,Quinta das Palmeiras,Inspeção,Garagem,Portão automático avariado,2023-08-27,2023-08-28,2023-08-30,ProServiços SA,3567.18,Crítica,Concluído
MN00171,JARDINS DA CIDADE,Inspeção,Jardim,Poda de árvores urgente,2025-03-17,2025-04-23,2025-05-07,UltraFix & Filhos,608.74,Baixa,Concluído
MN00172,jardins da cidade,Reparação urgente,Garagem,Portão automático avariado,2025-06-05,2025-06-11,2025-06-15,ProServiços SA,1888.91,Alta,Concluído
MN00173,Vila Verde,Melhoria,Jardm,Lâmpadas fundidas,2023-10-06,2023-10-13,2023-10-23,ProServiços Solutions,1484.81,Alta,Concluído
MN00174,JARDINS DA CIDADE,Inspecção,Jardim,Pragas detetadas nas plantas,2024-07-05,2024-07-07,2024-07-14,GlobalTec Unipessoal,186.32,Alta,Concluído
MN00175,Residencial Atlântico,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2024-01-16,2024-02-03,2024-02-23,ProServiços Group,2739.95,Média,Concluído
MN00176,TORRES DO SOL,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2025-01-16,2025-01-22,2025-01-27,GlobalTec Group,237.97,Alta,Concluído
MN00177,torres do sol,Reparação urgente,Hall,Intercomunicador avariado,2025-01-17,2025-01-17,2025-01-20,GlobalTec Group,1778.82,Crítica,Concluído
MN00178,Quinta das Palmeiras,Manutenção preventiva,Piscina,Vedação de segurança danificada,2024-08-12,2024-08-20,2024-09-07,ProServiços Group,490.0,Média,Concluído
MN00179,residencial atlântico,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2025-07-31,2025-08-14,,UltraFix & Filhos,1002.4,Média,Em curso
MN00180,condomínio central,Manutenção preventiva,Hall,Correio acumulado sem distribuição,2023-10-07,2023-10-09,2023-10-18,ProServiços SA,1052.79,Alta,CONCLUIDO
MN00181,Quinta das Palmeiras,Manutenção preventiva,Telhado,Infiltrações detetadas após temporal,2024-10-07,2024-10-09,2024-10-13,GlobalTec Unipessoal,17757.5,Crítica,Concluído
MN00182,VILA VERDE,Inspeção,Fachada,Fissuras visíveis na parede norte,2025-07-18,2025-08-01,2025-08-17,GlobalTec Group,24263.66,Média,Concluído
MN00183,vila verde,Melhoria,Jardim,Iluminação exterior fundida,2025-04-19,2025-04-26,2025-05-11,masterfix lda,909.41,Média,Concluído
MN00184,CONDOMÍNIO CENTRAL,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-08-27,2024-08-27,2024-08-28,TecnoReparações Group,4566.07,Crítica,Concluído
MN00185,JARDINS DA CIDADE,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-09-18,2024-09-25,2024-10-05,MasterFix Unipessoal,4840.5,Alta,Concluído
MN00186,JARDINS DA CIDADE,Reparação urgente,Piscina,Azulejos partidos no fundo !!!!,2024-07-02,2024-07-04,2024-07-13,MASTERFIX LDA,184.63,Alta,Concluído
MN00187,Vila Verde,Manutenção preventiva,Fachada,Humidade ascendente no piso térreo,2023-12-01,2023-12-01,2023-12-05,MASTERFIX LDA,3232.16,Crítica,Concluído
MN00188,Condomínio Central,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-10-26,2024-10-28,2024-10-29,UltraFix & Filhos,9386.68,Crítica,Concluído
MN00189,Torres do Sol,Inspeção,Elevador,Botões do painel não respondem,2024-06-08,2024-06-13,2024-06-23,SmartRepair Solutions,4823.24,Alta,Concluído
MN00190,Condomínio Central,Reparação urgente,Garagem,Iluminação insuficiente,2024-10-02,2024-10-02,,ProServiços Solutions,474.6,Crítica,em curso
MN00191,Torres do Sol,Reparação urgente,Elevador,Botões do painel não respondem,2025-08-12,2025-08-12,,TecnoReparações Unipessoal,4382.98,Crítica,EM ANÁLISE
MN00192,Jardins da Cidade,Manutenção preventiva,Garagem,Marcações no chão necessitam repintura,2024-12-27,2025-01-15,2025-02-10,GlobalTec Unipessoal,2893.28,Baixa,Concluído
MN00193,Residencial Atlântico,Reparação urgente,Garagem,,2025-04-01,2025-04-08,2025-04-17,TecnoReparações Unipessoal,504.59,Alta,Concluído
MN00194,quinta das palmeiras,Melhoria,Elevador,Botões do painel não respondem,2024-06-05,2024-06-06,2024-06-10,PrimeWorks Group,5895.7,Crítica,Concluído
MN00195,Condomínio Central,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-09-20,2024-09-21,2024-09-25,SmartRepair Lda,6678.28,Crítica,Concluído
MN00196,Vila Verde,Reparação urgente,Garagem,Sistema de ventilação com problemas,2024-08-19,2024-08-26,2024-09-01,GlobalTec Group,548.61,Alta,Concluído
MN00197,residencial atlântico,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2023-11-29,2023-11-30,2023-12-05,ProServiços SA,,Crítica,Concluído
MN00198,CONDOMÍNIO CENTRAL,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2023-12-19,2024-01-09,2024-01-18,UltraFix & Filhos,2621.63,Média,Concluído
MN00199,jardins da cidade,Melhoria,Fachada,Revestimento cerâmico solto,2023-10-06,2023-10-06,2023-10-08,ProServiços SA,18336400.0,Crítica,Concluído
MN00200,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2025-02-27,2025-03-14,2025-03-19,MASTERFIX LDA,1234.54,Média,Concluído
MN00201,Torres do Sol,Reparação urgente,Garagem,Sistema de ventilação com problemas,2023-10-02,2023-10-07,2023-10-14,GlobalTec Group,1310.78,Alta,Concluído
MN00202,vila verde,Manutenção preventiva,Piscina,Bomba de circulação com ruído anormal,2023-10-18,2023-11-21,2023-12-08,UltraFix & Filhos,1740.25,Baixa,Concluído
MN00203,Jardins da Cidade,Manutenção preventiva,Telhado,Impermeabilização degradada,2023-12-20,2024-01-03,2024-01-30,UltraFix SA,11461.29,Baixa,Concluído
MN00204,Torres do Sol,Inspecção,Telhado,Estrutura de suporte com sinais de degradação,2025-03-11,2025-03-15,2025-03-25,UltraFix & Filhos,10770.41,Alta,Concluído
MN00205,condomínio central,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-06-30,2024-07-01,2024-07-04,GlobalTec Unipessoal,20593.09,CRITICA,Concluído
MN00206,torres do sol,Reparação urgente,Hall,Lâmpadas fundidas,2025-02-09,2025-02-11,2025-02-19,GlobalTec Group,1398.6,Alta,Concluído
MN00207,JARDINS DA CIDADE,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2024-10-02,2024-10-03,2024-10-07,UltraFix SA,6181.32,Crítica,Concluído
MN00208,TORRES DO SOL,Melhoria,Hall,,2025-01-08,2025-01-15,2025-01-26,TecnoReparações Solutions,1291.7,Média,Concluído
MN00209,Quinta das Palmeiras,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2025-04-26,2025-04-28,2025-04-29,UltraFix SA,13238.89,Crítica,Concluído
MN00210,QUINTA DAS PALMEIRAS,Manutenção preventiva,Garagem,Iluminação insuficiente !!!!,2023-12-13,2024-01-01,2024-01-13,GlobalTec Group,1435.85,Média,Concluído
MN00211,RESIDENCIAL ATLÂNTICO,Melhoria,Telhado,,2024-07-22,2024-07-24,2024-07-29,UltraFix Group,17767.85,Crítica,Concluído
MN00212,condomínio central,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2025-07-17,2025-07-22,2025-07-26,GlobalTec Unipessoal,12961.71,Alta,Concluído
MN00213,Jardins da Cidade,Melhoria,Hall,Piso escorregadio necessita tratamento,2024-12-27,2025-01-07,2025-01-14,ProServiços Group,301.47,Média,Concluído
MN00214,jardins da cidade,Melhoria,Hall,,2024-01-30,2024-02-04,2024-02-11,MasterFix Unipessoal,1376.16,Alta,Concluído
MN00215,Torres do Sol,Manutencao preventiva,Garagem,Sistema de ventilação com problemas,2024-05-23,2024-05-30,2024-06-04,,270.64,Alta,Concluído
MN00216,VILA VERDE,Manutenção preventiva,Piscina,pH da água desregulado,2025-02-05,2025-03-18,2025-04-14,ProServiços SA,527.14,Baixa,Concluído
MN00217,QUINTA DAS PALMEIRAS,Manutenção preventiva,Jardim,Poda de árvores urgente,2024-09-05,2024-10-09,2024-11-01,ProServiços Group,222.46,Baixa,Concluído
MN00218,Vila Verde,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2025-01-06,2025-01-18,2025-01-12,MasterFix Lda.,2330.84,Alta,Concluído
MN00219,TORRES DO SOL,Melhoria,Garagem,Sistema de ventilação com problemas,2024-05-04,2024-05-08,2024-05-12,TecnoReparações Solutions,1736.26,Alta,Concluído
MN00220,torres do sol,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-10-02,2024-10-07,2024-10-12,UltraFix & Filhos,2528.84,Alta,Concluído
MN00221,JARDINS DA CIDADE,Reparação urgente,Piscina,Vedação de segurança danificada,2024-08-11,2024-08-16,2024-08-20,ProServiços SA,1176.9,Alta,Concluído
MN00222,VILA VERDE,melhoria,Jardim,Pragas detetadas nas plantas,2024-09-05,2024-09-25,2024-10-10,ProServiços Group,885.65,Média,Concluído
MN00223,Residencial Atlântico,Melhoria,Garagem,Piso com fissuras e buracos,2024-06-02,2024-06-19,2024-07-18,MasterFix Lda.,1525.78,Baixa,Concluído
MN00224,TORRES DO SOL,Reparação urgente,Telhado,Telhas partidas necessitam substituição,2023-11-03,2023-11-06,2023-11-10,GlobalTec Unipessoal,3179.8,Alta,Concluído
MN00225,residencial atlântico,Reparação urgente,Elevador,Porta não fecha corretamente,2024-04-17,2024-04-24,2024-05-03,PrimeWorks Group,2372.94,Alta,Concluído
MN00226,VILA VERDE,Reparação urgente,Garagem,Sistema de ventilação com problemas,2024-06-13,2024-06-18,2024-06-28,ProServiços SA,1186.8,Alta,Concluído
MN00227,jardins da cidade,Reparação urgente,Fachada,Humidade ascendente no piso térreo,2023-12-05,2023-12-05,2023-12-06,SmartRepair Lda,31140.26,Crítica,Concluído
MN00228,Torres do Sol,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-06-20,2025-06-20,2025-06-23,PrimeWorks Group,3363.69,Crítica,Concluído
MN00229,jardins da cidade,Manutenção preventiva,Telhado,Sistema de drenagem entupido,2025-07-11,2025-07-11,2025-07-13,ProServiços SA,8092.36,Crítica,Concluído
MN00230,vila verde,Melhoria,Elevador,Porta não fecha corretamente,2024-09-11,2024-09-16,2024-09-25,PrimeWorks Group,1137.0,Alta,Concluído
MN00231,TORRES DO SOL,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2025-03-17,2025-03-23,2025-03-28,MasterFix Unipessoal,11167.85,Alta,Concluído
MN00232,CONDOMÍNIO CENTRAL,Inspeção,Telhado,Infiltrações detetadas após temporal,2024-08-18,2024-08-20,2024-08-22,TecnoReparações Group,17843.35,Crítica,Concluído
MN00233,Jardins da Cidade,Melhoria,Elevador,Ruído excessivo durante funcionamento,2025-02-10,2025-03-04,2025-03-23,TecnoReparações Unipessoal,3853.91,Baixa,Concluído
MN00234,vila verde,Melhoria,Piscina,Vedação de segurança danificada,2024-09-07,2024-09-25,2024-10-07,ProServiços Solutions,108.64,Média,Concluído
MN00235,JARDINS DA CIDADE,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2023-09-08,2023-09-11,2023-09-15,UltraFix Group,11748.17,Alta,Concluído
MN00236,Condomínio Central,Reparação urgente,Fachada,Humidade ascendente no piso térreo,2025-05-19,2025-05-22,2025-05-27,PrimeWorks Group,24540.25,Alta,Concluído
MN00237,Condomínio Central,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-04-23,2024-04-26,2024-04-30,GlobalTec Unipessoal,3300.63,Alta,Concluído
MN00238,Torres do Sol,Reparação urgente,Telhado,Telhas partidas necessitam substituição,2024-02-05,2024-02-09,2024-02-14,PrimeWorks Group,10059.74,Alta,Concluído
MN00239,jardins da cidade,Reparação urgente,Piscina,Sistema de filtragem necessita manutenção,2024-04-12,2024-04-16,2024-04-21,ProServiços SA,384.03,Alta,Concluído
MN00240,Torres do Sol,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2025-03-21,2025-03-24,2025-03-29,GlobalTec Unipessoal,943.61,Alta,Concluído
MN00241,JARDINS DA CIDADE,REPARAÇÃO URGENTE,Elevador,Ruído excessivo durante funcionamento,2025-03-05,2025-03-11,2025-03-17,UltraFix & Filhos,3629.92,Alta,Concluído
MN00242,JARDINS DA CIDADE,Reparação urgente,Hall,Lâmpadas fundidas,2024-01-13,2024-01-14,2024-01-16,masterfix lda,192.14,Crítica,Concluído
MN00243,CONDOMÍNIO CENTRAL,Melhoria,Hall,Lâmpadas fundidas,2023-12-28,2024-01-07,2024-01-14,ProServiços Group,978.37,Media,Concluído
MN00244,torres do sol,Reparação urgente,Elevador,Avaria no sistema de travagem,2025-02-26,2025-03-04,2025-03-12,GlobalTec Unipessoal,3557.75,Alta,Concluído
MN00245,Condomínio Central,Inspeção,Fachada,Pintura descascada em várias zonas,2025-01-17,2025-01-23,2025-02-02,ProServiços SA,10533.32,Alta,Concluído
MN00246,Residencial Atlântico,Reparação urgente,Garagem,Portão automático avariado,2024-02-16,2024-02-21,2024-02-28,,1290.53,Alta,Concluído
MN00247,TORRES DO SOL,Melhoria,Elevador,Porta não fecha corretamente,2025-06-09,2025-07-02,2025-07-17,MASTERFIX LDA,4188.45,Baixa,Concluído
MN00248,QUINTA DAS PALMEIRAS,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2023-10-21,2023-10-23,2023-11-02,ProServiços Solutions,401.95,Alta,Concluído
MN00249,Residencial Atlântico,Manutenção preventiva,Telhado,Impermeabilização degradada,2024-08-02,2024-08-28,2024-09-11,masterfix lda,,Baixa,Concluído
MN00250,quinta das palmeiras,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-12-23,2025-01-09,2025-01-23,UltraFix SA,4932.75,Média,Concluído
MN00251,QUINTA DAS PALMEIRAS,Manutenção preventiva,Elevador,Porta não fecha corretamente,2024-07-21,2024-08-25,2024-09-21,UltraFix Group,3309.25,Baixa,Concluído
MN00252,residencial atlântico,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2024-05-24,2024-05-30,2024-06-07,UltraFix & Filhos,9998.04,Alta,Concluído
MN00253,Torres do Sol,Manutenção preventiva,Fachada,Revestimento cerâmico solto,2025-01-09,2025-02-11,2025-03-04,GlobalTec Unipessoal,14667.8,Baixa,Concluído
MN00254,Torres do Sol,Manutenção preventiva,Piscina,Vedação de segurança danificada,2024-07-11,2024-07-16,2024-07-26,MasterFix Lda.,105.7,Alta,Concluído
MN00255,vila verde,Melhoria,Telhado,Telhas partidas necessitam substituição,2024-02-13,2024-02-17,2024-02-23,UltraFix SA,7951.04,Alta,Concluído
MN00256,Condomínio Central,Melhoria,Telhado,Telhas partidas necessitam substituição,2025-05-28,2025-06-01,2025-06-11,UltraFix SA,11257.84,Alta,Concluído
MN00257,condomínio central,Melhoria,Elevador,Porta não fecha corretamente,2024-08-12,2024-08-14,2024-08-15,MasterFix Unipessoal,3524.67,Crítica,Concluído
MN00258,condomínio central,Reparação urgente,Jardim,Relva necessita tratamento,2024-09-21,2024-09-22,2024-09-21,GlobalTec Unipessoal,1239.77,Crítica,Concluído
MN00259,TORRES DO SOL,Manutenção preventiva,Fachada,Revestimento cerâmico solto,2025-04-12,2025-04-18,2025-04-27,GlobalTec Unipessoal,8650.04,Alta,Concluído
MN00260,CONDOMÍNIO CENTRAL,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-10-24,2024-11-03,2024-11-20,ProServiços Solutions,2240.99,Media,Concluído
MN00261,Residencial Atlântico,Manutenção preventiva,Fachada,Humidade ascendente no piso térreo,2023-11-14,2023-11-30,2023-12-18,UltraFix Group,12451.87,Média,Concluído
MN00262,Vila Verde,Melhoria,Garagem,Marcações no chão necessitam repintura,2025-01-13,2025-01-14,2025-01-17,SmartRepair Solutions,4482.53,Crítica,Concluído
MN00263,Jardins da Cidade,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2025-03-16,2025-03-20,2025-03-27,PrimeWorks Group,415.64,Alta,Concluído
MN00264,torres do sol,Inspeção,Jardim,Sistema de rega avariado,2025-01-23,2025-01-28,,MasterFix Unipessoal,120.72,Alta,aprovado
MN00265,Condomínio Central,Melhoria,Telhado,Infiltrações detetadas após temporal,2025-06-11,2025-06-18,2025-07-04,TecnoReparações Unipessoal,7462.65,Média,Concluído
MN00266,Condomínio Central,Inspeção,Elevador,Botões do painel não respondem,2025-04-29,2025-05-03,2025-05-12,UltraFix & Filhos,2788.97,Alta,Concluído
MN00267,RESIDENCIAL ATLÂNTICO,Reparação urgente,Fachada,Necessária limpeza e tratamento anti-grafitti,2025-01-03,2025-01-06,2025-01-14,,17416.95,Alta,Concluído
MN00268,RESIDENCIAL ATLÂNTICO,Melhoria,Telhado,Telhas partidas necessitam substituição,2025-08-03,2025-08-03,2025-08-05,ProServiços SA,8507.89,Crítica,Concluído
MN00269,TORRES DO SOL,Melhoria,Piscina,pH da água desregulado,2024-01-11,2024-01-15,2024-01-25,GlobalTec Unipessoal,417.46,Alta,Concluído
MN00270,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Hall,Lâmpadas fundidas,2025-08-08,2025-08-28,2025-09-09,PrimeWorks Group,1020.78,Média,Concluído
MN00271,JARDINS DA CIDADE,Reparação urgente,Telhado,Telhas partidas necessitam substituição,2024-04-03,2024-04-05,2024-04-09,MasterFix Unipessoal,13681.21,Crítica,Concluído
MN00272,TORRES DO SOL,Manutenção preventiva,Piscina,Vedação de segurança danificada,2025-07-03,2025-08-08,,GlobalTec Unipessoal,1323.53,Baixa,Em curso
MN00273,QUINTA DAS PALMEIRAS,Melhoria,Hall,Piso escorregadio necessita tratamento,2024-09-17,2024-09-30,2024-10-13,UltraFix & Filhos,739.76,Média,Concluído
MN00274,Quinta das Palmeiras,Melhoria,Garagem,Sistema de ventilação com problemas,2024-08-30,2024-09-26,2024-10-08,masterfix lda,967.04,Baixa,Concluído
MN00275,TORRES DO SOL,Manutenção preventiva,Jardim,,2025-01-06,2025-01-08,,MasterFix Lda.,370.42,Alta,EM ANÁLISE
MN00276,torres do sol,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2024-02-04,2024-02-04,2024-02-08,MasterFix Lda.,16483.39,Crítica,Concluído
MN00277,VILA VERDE,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-09-14,2024-09-18,,MasterFix Unipessoal,1287.91,Alta,EM ANÁLISE
MN00278,Torres do Sol,Melhoria,Elevador,Botões do painel não respondem !!!!,2025-05-12,2025-05-30,2025-06-12,ProServiços SA,3431.09,Média,Concluído
MN00279,jardins da cidade,Reparação urgente,Hall,Piso escorregadio necessita tratamento,2024-05-19,2024-05-22,2024-05-28,GlobalTec Group,574.7,Alta,Concluído
MN00280,jardins da cidade,Melhoria,Fachada,Necessária limpeza e tratamento anti-grafitti,2023-11-07,2023-11-09,2023-11-14,GlobalTec Group,14901.0,Crítica,Concluído
MN00281,Torres do Sol,Manutenção preventiva,Telhado,Telhas partidas necessitam substituição,2024-11-23,2024-11-25,,ProServiços SA,4131.94,Alta,em curso
MN00282,residencial atlântico,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2025-04-28,2025-04-28,2025-04-30,GlobalTec Unipessoal,4509.5,Crítica,Concluído
MN00283,residencial atlântico,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-03-29,2024-04-18,2024-05-04,SmartRepair Lda,2971.47,Baixa,Concluído
MN00284,Torres do Sol,Melhoria,Garagem,Piso com fissuras e buracos,2024-10-06,2024-10-06,2024-10-11,MasterFix Unipessoal,3525.3,Crítica,Concluído
MN00285,RESIDENCIAL ATLÂNTICO,Reparação urgente,Hall,Correio acumulado sem distribuição,2024-08-19,2024-08-26,2024-09-04,UltraFix Group,596.22,Alta,Concluído
MN00286,Jardins da Cidade,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2024-04-13,2024-04-15,2024-04-18,UltraFix & Filhos,7027.93,Crítica,Concluído
MN00287,residencial atlântico,Manutenção preventiva,Jardim,Poda de árvores urgente,2024-07-17,2024-07-21,2024-07-30,UltraFix & Filhos,617.58,Alta,Concluído
MN00288,Torres do Sol,Manutenção preventiva,Jardim,Iluminação exterior fundida,2024-07-29,2024-09-06,2024-09-17,UltraFix Group,554.0,Baixa,Concluído
MN00289,quinta das palmeiras,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2023-12-08,2023-12-09,2023-12-14,MasterFix Lda.,919.75,Crítica,Concluído
MN00290,Vila Verde,Melhoria,Garagem,Iluminação insuficiente,2025-02-16,2025-02-21,2025-02-24,TecnoReparações Unipessoal,2238.07,Alta,Concluído
MN00291,quinta das palmeiras,Manutenção preventiva,Telhado,Impermeabilização degradada,2025-07-26,2025-08-02,2025-08-06,MasterFix Unipessoal,9853.68,Alta,Concluído
MN00292,Torres do Sol,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-06-24,2025-07-06,,UltraFix SA,2020.85,Média,em curso
MN00293,torres do sol,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2024-09-22,2024-11-02,2024-11-15,MASTERFIX LDA,1720.83,baixa,Concluído
MN00294,Jardins da Cidade,Reparação urgente,Piscina,pH da água desregulado !!!!,2023-10-07,2023-10-10,2023-10-13,UltraFix & Filhos,105.44,Alta,Concluído
MN00295,CONDOMÍNIO CENTRAL,Inspeção,Hall,Intercomunicador avariado,2024-03-18,2024-04-19,2024-05-11,SmartRepair Lda,592.97,Baixa,Concluído
MN00296,Condomínio Central,Manutenção preventiva,Fachada,Pintura descascada em várias zonas,2024-10-14,2024-11-18,2024-11-25,TecnoReparações Group,3555.93,Baixa,Concluído
MN00297,TORRES DO SOL,Melhoria,Elevador,Botões do painel não respondem,2024-03-04,2024-03-05,2024-03-07,UltraFix & Filhos,686.68,Crítica,Concluído
MN00298,TORRES DO SOL,Reparação urgente,Jardim,Iluminação exterior fundida,2024-04-05,2024-04-11,2024-04-21,GlobalTec Unipessoal,400.78,Alta,Concluído
MN00299,condomínio central,Reparação urgente,Hall,Intercomunicador avariado,2023-12-08,2023-12-14,2023-12-22,MasterFix Unipessoal,1427.61,Alta,Concluído
MN00300,TORRES DO SOL,melhoria,Piscina,pH da água desregulado,2025-02-02,2025-02-09,2025-02-27,ProServiços Solutions,1525.62,Média,Concluído
MN00301,vila verde,Melhoria,Garagem,,2024-05-12,2024-06-07,2024-06-29,MasterFix Lda.,2791.59,Baixa,Concluído
MN00302,Jardins da Cidade,Inspeção,Jardim,Relva necessita tratamento,2024-06-26,2024-06-28,2024-07-03,masterfix lda,439.03,Alta,Concluído
MN00303,jardins da cidade,Inspeção,Hall,Espelho partido na entrada,2025-04-11,2025-04-17,,GlobalTec Group,302.35,Alta,reportado
MN00304,Jardins da Cidade,Reparação urgente,Piscina,pH da água desregulado,2024-01-07,2024-01-12,2024-01-15,TecnoReparações Unipessoal,1470.82,Alta,Concluído
MN00305,JARDINS DA CIDADE,Inspeção,Telhado,Infiltrações detetadas após temporal,2024-01-30,2024-02-01,2024-02-04,,3611.28,Crítica,Concluído
MN00306,Quinta das Palmeiras,Melhoria,Jardim,Iluminação exterior fundida,2023-09-10,2023-10-11,,UltraFix Group,596.83,Baixa,reportado
MN00307,Quinta das Palmeiras,Manutenção preventiva,Hall,Correio acumulado sem distribuição,2024-02-03,2024-02-05,2024-02-06,ProServiços Solutions,1842.42,Crítica,Concluído
MN00308,Torres do Sol,Inspeção,Jardim,Iluminação exterior fundida,2024-09-30,2024-11-11,2024-11-24,PrimeWorks Group,469.09,Baixa,Concluído
MN00309,VILA VERDE,Inspeção,Jardim,Relva necessita tratamento,2023-11-15,2023-11-16,2023-11-19,SmartRepair Solutions,553.18,Crítica,Concluído
MN00310,Quinta das Palmeiras,Inspeção,Piscina,pH da água desregulado,2024-01-05,2024-01-07,2024-01-10,GlobalTec Unipessoal,1599.24,Crítica,Concluído
MN00311,jardins da cidade,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-10-23,2024-10-24,2024-10-25,GlobalTec Unipessoal,1670.91,Crítica,Concluído
MN00312,CONDOMÍNIO CENTRAL,Reparação urgente,Fachada,,2024-05-24,2024-05-29,2024-06-02,UltraFix SA,3692.82,Alta,Concluído
MN00313,jardins da cidade,Inspeção,Elevador,Avaria no sistema de travagem,2023-12-01,2023-12-21,2023-12-31,ProServiços SA,4982.06,Baixa,Concluído
MN00314,JARDINS DA CIDADE,Melhoria,Piscina,Azulejos partidos no fundo,2025-02-09,2025-02-20,2025-03-04,ProServiços Group,1646.37,Média,Concluído
MN00315,VILA VERDE,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2025-04-11,2025-04-13,2025-04-18,UltraFix & Filhos,5592.44,Alta,Concluído
MN00316,Condomínio Central,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2023-11-25,2023-11-26,2023-11-30,SmartRepair Solutions,7204.56,Crítica,Concluído
MN00317,QUINTA DAS PALMEIRAS,Reparação urgente,Elevador,Botões do painel não respondem,2024-09-30,2024-10-06,2024-10-09,TecnoReparações Solutions,2666.09,Alta,Concluído
MN00318,RESIDENCIAL ATLÂNTICO,Reparação urgente,Jardim,Poda de árvores urgente,2025-05-01,2025-05-01,2025-05-03,SmartRepair Lda,968.21,Crítica,Concluído
MN00319,Torres do Sol,Melhoria,Garagem,Piso com fissuras e buracos !!!!,2025-05-17,2025-06-17,2025-07-14,GlobalTec Unipessoal,0.0,Baixa,Concluído
MN00320,condomínio central,Reparação urgente,Hall,Lâmpadas fundidas,2024-12-09,2024-12-11,2024-12-18,ProServiços Solutions,769.23,Alta,Concluído
MN00321,vila verde,Melhoria,Fachada,Necessária limpeza e tratamento anti-grafitti,2024-08-01,2024-08-29,2024-09-08,GlobalTec Unipessoal,21741.79,Baixa,Concluído
MN00322,Quinta das Palmeiras,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2024-01-18,2024-02-01,2024-02-09,ProServiços SA,5903.8,Baixa,Concluído
MN00323,torres do sol,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-07-23,2025-07-28,2025-08-05,UltraFix SA,960.48,Alta,Concluído
